Product Name,Price,Rating,Image Link,Product Link
"Xiaomi Mi A3 (Not just Blue, 4GB RAM, AMOLED Display, 64GB Storage, 4030mAH Battery)","12,999",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81duLAWicbL._AC_UY218_ML3_.jpg,https://www.amazon.in/Test-Exclusive-675/dp/B07HGMR1X1/ref=sr_1_11?keywords=best+mobile&qid=1574232170&sr=8-11
"Redmi 7 (Lunar Red, 2GB RAM, SD 632, 32GB Storage, 4000mAH Battery)","7,499",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61P-+dWuq+L._AC_UY218_ML3_.jpg,https://www.amazon.in/Redmi-Lunar-Storage-4000mAH-Battery/dp/B07QS3VR5F/ref=sr_1_12?keywords=best+mobile&qid=1574232170&sr=8-12
"Samsung Galaxy M30s (Opal Black, 4GB RAM, Super AMOLED Display, 64GB Storage, 6000mAH Battery)","13,999",4.4 out of 5 stars,https://m.media-amazon.com/images/I/71p2++3ufvL._AC_UY218_ML3_.jpg,https://www.amazon.in/Test-Exclusive-629/dp/B07HGLB1TJ/ref=sr_1_13?keywords=best+mobile&qid=1574232170&sr=8-13
"OPPO K3(Aurora Blue, 6GB RAM, AMOLED Display, 64GB Storage, 3765mAH Battery)","16,990",4.3 out of 5 stars,https://m.media-amazon.com/images/I/71ZzqHNrwCL._AC_UY218_ML3_.jpg,https://www.amazon.in/OPPO-Aurora-Blue-64GB-Storage/dp/B07PQ7CXLV/ref=sr_1_14?keywords=best+mobile&qid=1574232170&sr=8-14
"Redmi 7A (Matte Gold, 2GB RAM, 16GB Storage)","5,499",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71JW0WrcUNL._AC_UY218_ML3_.jpg,https://www.amazon.in/Redmi-7A-Matte-Gold-Storage/dp/B07X2KKXN2/ref=sr_1_15?keywords=best+mobile&qid=1574232170&sr=8-15
Mein Leben mit Handy und Smartphone (German Edition),0,3.4 out of 5 stars,https://m.media-amazon.com/images/I/81nvX9cQteL._AC_UY218_ML3_.jpg,https://www.amazon.in/Mein-Leben-Handy-Smartphone-German-ebook/dp/B06ZXXT1XB/ref=sr_1_16?keywords=best+mobile&qid=1574232170&sr=8-16
"Vivo U10 (Electric Blue, 5000 mAH 18W Fast Charge Battery, 4GB RAM, 64GB Storage)","9,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/51ltipMHjiL._AC_UY218_ML3_.jpg,https://www.amazon.in/Test-Exclusive-742/dp/B07DJQLRZN/ref=sr_1_17?keywords=best+mobile&qid=1574232170&sr=8-17
"Redmi Y3 (Elegant Blue, 3GB RAM, 32MP Selfie Camera, 32GB Storage, 4000mAH Battery)","8,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71L9IZiJB9L._AC_UY218_ML3_.jpg,https://www.amazon.in/Redmi-Y3-Elegant-Storage-4000mAH/dp/B07QS3VR4T/ref=sr_1_18?keywords=best+mobile&qid=1574232170&sr=8-18
"IKALL K18 Mobile, 1.8-inch(Black)",539,3.1 out of 5 stars,https://m.media-amazon.com/images/I/41MJ53J5WCL._AC_UY218_ML3_.jpg,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0832463WQ7OUCM6I9FT&url=%2FIKALL-K18-Mobile-1-8-inch-Black%2Fdp%2FB07D4G3FYK%2Fref%3Dsr_1_19_sspa%3Fkeywords%3Dbest%2Bmobile%26qid%3D1574232170%26smid%3DA3AYYKSFE86IJQ%26sr%3D8-19-spons%26psc%3D1&qualifier=1574232170&id=5218683277805349&widgetName=sp_btf
Forme L5 Super Mini (Mei Red),899,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61GHmzVe5dL._AC_UY218_ML3_.jpg,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_2?ie=UTF8&adId=A02513173FELP7J685H07&url=%2FForme-L5-Super-Mini-Mei%2Fdp%2FB07H18SZX2%2Fref%3Dsr_1_20_sspa%3Fkeywords%3Dbest%2Bmobile%26qid%3D1574232170%26sr%3D8-20-spons%26psc%3D1&qualifier=1574232170&id=5218683277805349&widgetName=sp_btf
